id,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9
sensor_3689,85.6,74.0,61.7,73.9,76.9,49.3,32.5,51.7,58.0
sensor_3690,22.7,94.9,44.8,14.1,21.0,65.3,62.4,20.0,83.9
sensor_3691,76.1,21.6,87.4,94.0,37.6,52.3,73.3,25.1,27.6
sensor_3692,82.1,71.5,58.2,22.4,57.2,42.5,20.5,96.9,51.1
sensor_3693,49.0,60.8,85.4,89.7,14.4,83.1,10.4,68.9,93.7
sensor_3694,86.3,83.1,64.5,15.2,80.7,65.8,87.0,76.6,87.7
sensor_3695,85.2,26.9,95.9,50.8,19.1,21.6,79.7,82.1,67.3
sensor_3696,61.4,67.0,90.8,75.7,44.4,84.3,83.3,75.0,47.5
sensor_3697,26.4,13.2,45.1,48.2,29.5,81.2,64.1,98.6,41.7
sensor_3698,56.9,35.9,75.8,44.5,39.0,70.6,18.2,34.9,31.1
sensor_3699,67.8,38.2,94.9,63.5,57.4,35.5,70.5,90.4,15.5
sensor_3700,89.5,57.6,27.0,95.2,14.4,35.2,11.3,95.8,64.0
sensor_3701,76.3,32.2,26.6,14.9,62.5,94.5,60.8,81.1,12.2
sensor_3702,33.8,10.4,93.4,28.2,12.2,65.7,52.1,18.6,60.1
sensor_3703,31.2,39.5,72.0,94.4,21.6,88.2,52.7,67.8,54.0
sensor_3704,41.9,33.1,45.8,49.3,49.9,52.8,30.2,38.8,60.1
sensor_3705,19.6,52.1,18.7,91.7,46.5,19.5,90.1,32.2,29.5
sensor_3706,79.4,77.0,21.5,33.9,51.6,14.6,22.5,16.2,15.3
sensor_3707,67.7,28.7,32.9,86.8,67.2,61.2,49.3,52.5,86.8
sensor_3708,58.5,65.1,89.6,55.3,90.2,83.0,52.5,29.3,89.5
sensor_3709,60.8,84.7,64.2,64.3,13.9,50.4,20.1,64.0,23.3
sensor_3710,49.7,63.9,61.0,80.8,38.3,70.0,17.9,35.9,26.3
sensor_3711,81.0,18.1,94.5,26.8,25.9,84.9,73.5,87.0,74.9
sensor_3712,39.2,18.0,10.3,34.8,32.6,45.4,88.8,45.3,36.1
sensor_3713,28.9,24.4,80.0,82.7,47.6,18.4,23.2,72.0,98.2
sensor_3714,73.6,66.8,51.7,23.5,92.7,96.1,45.8,55.0,38.7
sensor_3715,51.5,14.2,66.4,91.1,92.7,92.9,38.7,53.4,15.1
sensor_3716,92.3,26.9,77.5,29.6,11.3,62.9,90.9,69.8,29.0
sensor_3717,97.7,40.8,75.7,48.1,96.1,93.8,89.5,35.5,43.2
sensor_3718,47.1,53.1,59.7,37.8,51.6,12.5,36.0,82.2,67.3
sensor_3719,29.8,74.0,83.7,41.8,80.9,78.4,47.1,87.7,35.6
sensor_3720,83.9,15.8,36.7,46.9,28.0,20.9,38.1,28.3,97.5
sensor_3721,78.0,83.5,56.3,19.7,75.5,99.2,45.6,70.6,42.3
sensor_3722,83.4,42.4,62.1,39.4,47.0,13.8,93.5,92.8,92.6
sensor_3723,30.6,29.7,76.9,23.8,61.2,45.5,34.5,33.0,22.6
sensor_3724,10.8,24.4,97.3,21.5,18.3,33.9,41.7,92.5,67.0
sensor_3725,85.4,27.8,67.6,30.7,45.6,14.1,16.3,22.9,48.6
sensor_3726,29.2,26.6,86.1,14.2,17.0,81.0,24.0,63.1,22.8
sensor_3727,11.5,80.0,42.5,78.1,38.0,98.0,27.1,23.7,64.6
sensor_3728,43.2,17.8,98.9,70.0,94.1,61.0,90.7,60.1,12.3
sensor_3729,82.4,70.9,70.0,82.8,27.8,14.9,59.1,58.4,29.1
sensor_3730,99.8,36.4,54.8,51.2,66.1,14.5,97.8,55.5,37.9
sensor_3731,45.9,98.2,43.9,37.7,60.5,48.8,71.5,10.4,97.0
sensor_3732,67.0,28.9,46.7,24.3,71.3,42.0,75.5,57.6,40.2
sensor_3733,26.3,80.8,48.4,61.3,81.3,43.9,60.8,86.4,28.9
sensor_3734,92.1,22.8,50.3,83.2,53.9,66.8,37.3,84.4,47.1
sensor_3735,58.6,74.5,74.0,52.6,14.9,71.3,52.0,27.3,70.4
sensor_3736,31.7,67.4,88.7,97.9,47.4,19.5,41.8,94.3,36.8
sensor_3737,75.5,44.7,59.2,98.1,88.2,45.6,55.1,59.3,78.1
sensor_3738,77.1,72.5,95.9,94.7,65.4,25.2,97.4,64.3,98.5
sensor_3739,90.0,77.8,71.1,81.6,68.4,91.7,42.4,56.8,48.4
sensor_3740,73.6,47.5,17.8,70.0,34.5,86.4,97.7,30.5,69.0
sensor_3741,88.1,58.9,58.9,20.9,62.1,27.1,52.2,62.6,82.3
sensor_3742,68.0,81.0,28.3,96.8,64.2,80.6,66.8,64.8,82.6
sensor_3743,18.2,70.5,24.2,93.6,12.5,44.7,18.6,78.7,26.2
sensor_3744,10.5,23.8,62.1,42.7,29.4,93.4,31.8,84.3,67.3
sensor_3745,71.6,71.0,36.2,10.4,59.7,17.2,53.6,26.5,21.0
sensor_3746,63.5,48.3,26.8,85.0,26.4,41.3,11.6,86.3,32.0
sensor_3747,69.6,51.0,67.1,45.9,61.7,72.0,10.7,10.5,19.5
sensor_3748,62.3,99.7,77.3,95.5,43.8,40.8,96.3,29.1,78.1
sensor_3749,94.4,86.4,57.6,33.1,29.7,87.7,91.8,53.2,43.5
sensor_3750,16.5,35.6,54.3,49.1,20.4,51.8,66.3,90.7,72.0
sensor_3751,50.7,22.0,22.6,97.0,91.5,85.9,14.8,66.0,69.0
sensor_3752,75.9,56.7,87.4,59.0,75.4,35.4,74.1,67.7,26.1
sensor_3753,28.4,20.2,69.9,11.1,43.7,64.0,73.8,26.0,72.7
sensor_3754,59.1,22.5,76.2,41.5,74.0,44.6,42.4,68.9,13.9
sensor_3755,24.7,29.8,18.9,52.0,41.1,36.1,57.6,91.4,29.3
sensor_3756,90.1,54.4,12.4,77.4,17.5,50.1,20.0,82.2,98.8
sensor_3757,52.1,84.6,58.3,76.2,95.7,10.6,38.8,39.9,55.6
sensor_3758,88.6,77.8,48.9,31.0,11.4,25.4,65.3,36.9,53.5
sensor_3759,82.5,94.8,28.8,87.1,35.4,70.6,42.5,27.7,64.7
sensor_3760,35.3,16.7,69.8,12.5,39.0,38.7,57.4,55.1,24.7
sensor_3761,36.2,93.5,50.1,30.9,54.6,32.5,50.6,54.2,76.0
sensor_3762,60.3,75.3,99.6,68.5,45.3,69.3,84.7,40.5,55.8
sensor_3763,38.9,74.5,10.7,54.7,24.7,25.0,67.6,98.3,31.8
sensor_3764,75.2,59.3,60.8,20.6,72.0,91.6,21.7,42.5,18.1
sensor_3765,24.2,84.3,33.0,48.4,27.6,44.5,12.8,89.6,63.6
sensor_3766,42.7,26.1,13.7,38.3,15.9,52.2,74.1,34.6,95.5
sensor_3767,82.1,74.6,51.4,70.1,34.4,41.6,83.0,49.5,49.2
sensor_3768,55.9,46.5,27.6,69.1,24.7,95.9,81.3,84.6,50.3
sensor_3769,69.4,12.3,67.1,58.8,17.2,32.2,98.3,56.9,61.9
sensor_3770,92.2,19.0,77.7,85.9,83.8,40.1,46.6,81.5,46.2
sensor_3771,49.5,91.1,62.5,40.4,34.1,45.9,12.6,53.5,61.1
sensor_3772,81.0,50.4,37.5,16.8,90.9,88.2,52.0,81.8,21.6
sensor_3773,23.7,28.5,10.4,73.3,41.5,30.7,50.6,88.6,49.6
sensor_3774,69.1,39.0,27.0,23.4,65.5,41.8,62.9,72.0,57.8
sensor_3775,57.1,60.0,80.5,42.4,55.1,25.7,51.2,25.4,64.6
sensor_3776,95.4,29.3,75.2,73.0,90.2,66.4,24.7,91.0,12.7
sensor_3777,83.3,31.8,55.2,69.9,27.6,64.5,57.5,78.8,35.7
sensor_3778,35.7,22.2,50.9,62.6,30.9,75.0,45.3,70.9,21.8
sensor_3779,31.6,17.0,75.9,47.4,50.8,24.9,97.3,52.6,40.0
sensor_3780,98.2,30.3,31.1,38.0,10.3,45.1,24.2,86.6,46.9
sensor_3781,27.5,34.3,15.3,33.5,88.9,18.3,45.8,27.6,89.3
sensor_3782,98.5,25.9,88.5,29.0,25.4,88.1,60.0,26.4,29.5
sensor_3783,42.8,12.9,34.8,42.7,81.8,20.5,91.6,68.7,37.6
sensor_3784,34.4,36.1,23.2,17.0,52.0,33.8,61.8,36.3,61.0
sensor_3785,53.0,36.0,78.8,17.3,59.8,74.6,26.1,66.2,37.0
sensor_3786,31.4,19.9,43.0,24.5,20.0,98.0,46.7,77.6,67.7
sensor_3787,25.6,32.6,44.8,26.0,63.6,55.0,49.8,32.8,75.5
sensor_3788,39.1,68.6,65.9,57.5,54.6,78.7,61.2,20.6,31.6
sensor_3789,10.2,51.8,82.8,33.5,98.2,68.5,81.6,29.8,35.0
sensor_3790,89.4,26.0,71.8,31.1,40.5,51.9,89.9,25.4,39.2
sensor_3791,27.7,16.9,75.1,18.3,32.6,98.1,91.3,31.5,53.0
sensor_3792,67.5,84.2,44.5,25.1,28.5,14.3,83.5,16.4,34.2
sensor_3793,47.4,48.3,76.2,63.1,20.3,12.4,82.7,63.5,47.1
sensor_3794,77.4,92.1,64.6,89.2,23.2,87.2,15.7,92.1,63.7
sensor_3795,72.9,13.3,40.4,48.2,86.4,33.9,17.5,62.3,19.2
sensor_3796,90.9,38.6,22.5,99.1,17.3,14.0,91.8,78.5,26.8
sensor_3797,98.4,24.8,93.5,65.8,47.4,99.5,87.3,96.5,67.4
sensor_3798,20.1,25.5,59.8,89.9,33.8,73.1,59.3,22.7,13.3
sensor_3799,51.5,45.5,44.2,64.3,67.2,96.7,55.4,33.5,12.9
sensor_3800,15.5,16.1,17.6,85.3,22.3,45.3,67.7,30.0,53.9
sensor_3801,32.2,85.9,92.5,16.1,98.1,62.0,25.3,73.3,85.8
sensor_3802,76.5,73.7,63.9,51.1,39.1,52.3,49.3,90.5,90.7
sensor_3803,73.1,64.7,25.3,30.6,40.6,54.9,61.7,69.3,64.0
sensor_3804,58.1,84.8,45.1,49.1,52.2,74.7,19.0,43.2,29.6
sensor_3805,34.5,70.5,19.3,10.4,35.2,86.1,61.2,97.7,40.7
sensor_3806,82.7,76.7,88.6,57.7,79.0,66.9,65.6,96.6,48.3
sensor_3807,11.4,65.5,29.0,37.6,52.1,92.5,11.5,53.7,86.0
sensor_3808,81.7,17.8,18.0,36.2,45.0,69.6,44.1,85.4,35.7
sensor_3809,19.3,12.1,80.6,86.8,41.0,36.4,55.1,98.3,64.5
sensor_3810,31.0,46.4,31.6,24.2,34.9,32.0,79.5,78.7,95.0
sensor_3811,39.7,84.0,75.0,47.5,71.3,42.6,79.6,51.2,30.1
sensor_3812,88.7,32.7,83.0,81.8,41.7,92.8,23.9,16.8,25.3
sensor_3813,39.8,83.5,59.5,36.1,51.2,63.3,67.6,17.4,54.2
sensor_3814,39.2,25.3,24.2,53.2,77.6,91.6,65.8,60.6,78.4
sensor_3815,99.2,39.5,24.6,80.7,45.7,32.9,88.5,95.4,60.7
sensor_3816,14.7,15.4,30.1,56.5,34.2,49.3,15.3,33.6,18.1
sensor_3817,61.3,17.4,21.6,22.9,60.7,38.8,89.9,29.9,72.5
sensor_3818,40.6,73.6,28.1,94.6,88.3,43.7,32.3,24.5,35.6
sensor_3819,16.3,21.8,49.1,25.1,34.4,55.9,22.7,45.8,32.1
sensor_3820,33.7,46.6,16.2,63.8,57.2,27.0,22.9,26.1,44.4
sensor_3821,41.4,64.2,84.7,69.2,72.2,13.7,19.2,95.8,15.9
sensor_3822,17.6,89.5,44.6,99.2,28.2,84.5,82.2,30.8,55.4
sensor_3823,43.6,35.3,57.6,37.1,47.7,82.3,48.6,69.8,70.9
sensor_3824,66.7,92.5,17.8,52.4,59.7,14.3,24.2,91.7,12.8
sensor_3825,31.6,47.4,75.2,75.0,47.1,94.5,80.4,50.9,86.7
sensor_3826,40.8,95.8,43.9,42.1,36.9,65.5,15.2,32.5,96.6
sensor_3827,20.0,39.7,87.4,32.5,42.2,76.4,20.0,91.1,22.6
sensor_3828,66.1,61.6,43.4,31.1,14.4,65.6,77.5,27.3,32.4
sensor_3829,68.7,89.0,28.5,71.0,98.4,38.0,68.9,38.3,77.1
sensor_3830,12.6,12.1,43.8,11.6,22.5,81.5,11.3,49.6,74.5
sensor_3831,38.8,99.8,77.1,36.7,83.3,52.9,24.1,93.8,91.3
sensor_3832,47.8,35.7,98.5,76.1,32.9,22.2,72.7,85.1,62.0
sensor_3833,32.4,25.7,35.3,49.3,39.4,53.0,25.2,25.1,13.0
sensor_3834,30.6,81.7,96.1,55.6,28.5,51.5,20.0,43.6,26.2
sensor_3835,33.8,98.7,60.3,90.4,63.2,90.0,74.6,95.7,37.0
sensor_3836,64.2,95.6,44.5,75.2,66.2,16.0,73.5,62.5,38.2
sensor_3837,83.4,69.0,36.4,36.8,32.6,38.9,31.4,62.5,12.7
sensor_3838,16.5,43.3,37.3,24.0,88.8,86.8,57.3,54.5,42.9
sensor_3839,33.0,90.1,80.8,55.1,52.2,53.9,71.8,78.7,21.2
sensor_3840,71.6,43.8,94.4,77.3,65.4,77.7,48.1,22.9,67.7
sensor_3841,40.9,14.0,21.5,55.3,12.5,81.7,37.8,16.9,53.5
sensor_3842,73.9,84.5,54.5,34.3,86.5,13.9,32.3,47.2,29.9
sensor_3843,36.8,77.1,62.8,21.5,71.6,17.9,89.6,41.5,39.1
sensor_3844,26.0,41.0,68.2,74.5,74.0,69.9,28.1,21.3,60.5
sensor_3845,45.9,71.8,55.1,92.7,96.3,71.1,48.0,89.5,56.8
sensor_3846,55.7,41.2,76.8,19.9,39.2,85.1,70.9,17.3,47.9
sensor_3847,60.3,62.3,37.1,13.9,31.5,94.0,31.5,32.6,67.5
sensor_3848,40.7,89.3,38.2,72.5,20.5,91.5,29.7,62.8,47.3
sensor_3849,26.9,21.8,91.5,93.7,55.9,43.6,64.6,16.1,21.6
sensor_3850,95.3,67.6,48.6,61.0,86.0,90.2,60.2,78.3,88.9
sensor_3851,62.1,59.8,57.3,61.3,84.4,66.4,99.0,76.5,17.7
sensor_3852,48.2,30.2,41.2,54.5,14.6,73.7,44.9,88.7,98.9
sensor_3853,26.2,41.2,60.6,17.1,32.5,31.1,94.6,22.1,35.3
sensor_3854,62.7,74.6,10.9,53.9,28.3,19.7,64.5,61.3,55.2
sensor_3855,48.2,52.0,71.3,11.5,57.1,70.0,30.3,44.9,47.8
sensor_3856,23.5,27.3,47.1,41.3,52.3,67.6,41.7,50.9,45.2
sensor_3857,75.8,24.9,64.7,37.8,15.8,81.9,89.1,85.3,73.8
sensor_3858,29.5,76.9,52.1,11.7,77.6,37.7,57.1,73.8,37.4
sensor_3859,72.5,44.2,77.3,39.2,71.4,30.6,40.7,47.1,20.4
sensor_3860,56.3,77.7,11.2,31.8,97.7,10.3,85.8,87.0,70.5
sensor_3861,74.7,39.6,69.9,47.1,22.5,16.0,40.1,92.6,97.0
sensor_3862,88.6,73.8,18.4,93.6,55.2,17.1,53.5,64.2,82.8
sensor_3863,28.8,45.2,44.6,30.5,68.5,94.4,37.3,25.7,16.6
sensor_3864,32.1,47.2,86.3,62.3,35.2,10.9,28.1,71.5,64.9
sensor_3865,74.5,70.0,64.0,98.8,12.8,30.2,42.5,41.0,71.9
sensor_3866,69.9,19.7,28.1,73.9,76.5,21.3,72.0,95.7,39.7
sensor_3867,50.6,18.8,66.8,14.3,82.5,80.5,32.4,43.2,55.1
sensor_3868,59.9,51.0,16.0,73.0,79.5,39.6,35.5,86.8,36.3
sensor_3869,58.7,16.5,42.0,81.9,63.9,55.4,55.6,90.9,91.7
sensor_3870,91.5,16.6,20.9,62.8,49.7,47.2,61.6,32.1,75.3
sensor_3871,46.7,41.6,47.2,41.1,55.7,99.5,96.2,73.2,82.4
sensor_3872,44.8,85.5,68.9,69.0,73.7,60.7,83.2,90.0,96.0
sensor_3873,60.6,60.5,33.7,80.0,27.1,86.6,83.2,76.6,38.8
sensor_3874,53.2,82.7,46.8,45.5,74.9,31.4,58.8,85.9,40.9
sensor_3875,40.6,79.8,96.0,92.3,73.6,62.4,18.1,43.0,41.2
sensor_3876,46.0,49.9,26.9,95.1,60.7,68.5,76.6,78.7,96.2
sensor_3877,78.0,78.0,44.5,11.4,20.5,80.1,17.8,67.3,12.8
sensor_3878,44.4,60.5,39.4,30.7,13.1,57.7,58.1,99.5,49.4
sensor_3879,10.1,22.6,91.1,91.2,93.3,74.0,59.5,59.4,94.8
sensor_3880,24.2,78.2,61.9,48.4,86.6,48.5,29.8,24.7,11.6
sensor_3881,68.2,30.1,79.6,55.2,98.7,43.7,47.8,10.1,67.6
sensor_3882,62.1,72.6,41.2,69.3,39.3,82.4,85.4,86.1,62.9
sensor_3883,54.0,13.1,33.4,83.6,28.1,31.9,45.3,75.2,10.5
sensor_3884,95.1,99.4,34.3,48.3,59.4,57.9,77.1,31.7,69.4
sensor_3885,77.9,56.5,55.2,58.0,15.2,24.5,29.1,18.5,97.0
sensor_3886,82.0,48.0,89.3,21.5,34.5,54.5,55.7,14.4,12.9
sensor_3887,39.5,14.7,11.3,18.1,36.4,21.0,38.4,80.8,79.1
sensor_3888,11.2,12.3,92.4,70.4,96.9,93.2,50.5,56.7,94.3
sensor_3889,33.2,49.6,78.2,30.8,37.8,54.6,31.9,46.1,61.5
sensor_3890,83.7,67.2,12.9,64.3,19.4,19.6,57.7,95.1,44.0
sensor_3891,16.1,29.7,19.8,96.2,41.5,21.3,69.4,67.3,68.9
sensor_3892,73.8,42.2,16.1,17.8,91.2,69.0,27.6,41.8,37.0
sensor_3893,77.2,61.9,24.9,61.9,15.7,26.3,60.8,65.9,76.4
sensor_3894,63.0,75.5,30.5,79.4,32.2,58.7,50.2,47.6,52.1
sensor_3895,86.6,13.3,66.9,84.7,85.7,57.1,94.3,90.6,85.3
sensor_3896,90.4,80.2,84.7,11.5,29.1,65.0,97.5,59.5,58.0
sensor_3897,35.8,70.2,68.7,11.9,19.0,27.7,31.5,72.1,61.1
sensor_3898,28.4,66.1,71.5,50.2,10.8,44.6,44.3,55.8,88.9
sensor_3899,52.4,41.3,37.8,17.2,39.3,30.0,84.2,19.5,83.1
sensor_3900,55.8,15.1,49.4,50.4,85.7,54.3,63.3,98.8,80.3
sensor_3901,83.1,60.2,64.5,78.6,88.6,15.3,24.0,97.2,99.1
sensor_3902,38.7,49.4,13.0,55.3,77.6,26.7,71.1,11.2,47.5
sensor_3903,44.0,53.9,53.3,63.5,67.8,33.9,63.7,69.5,25.7
sensor_3904,39.1,77.5,51.8,27.0,46.4,61.8,47.2,95.2,72.8
sensor_3905,18.5,77.0,38.4,50.7,78.8,42.0,74.7,97.4,36.7
sensor_3906,82.9,84.0,57.8,98.4,39.1,74.8,68.9,95.2,61.6
sensor_3907,14.4,20.1,56.8,95.3,78.5,19.3,20.1,76.1,52.8
sensor_3908,32.4,30.9,87.7,16.7,51.3,35.8,47.8,99.3,68.3
sensor_3909,15.4,47.2,87.8,99.0,10.8,64.7,28.2,76.1,99.2
sensor_3910,87.3,30.1,49.0,73.2,26.0,53.6,55.8,48.5,32.4
sensor_3911,66.2,77.1,90.9,43.9,71.9,86.8,79.9,62.0,32.0
sensor_3912,66.1,89.6,22.4,79.2,50.6,40.5,38.5,89.2,40.3
sensor_3913,52.3,57.7,95.6,22.0,27.3,58.9,84.1,28.2,24.9
sensor_3914,34.2,70.9,88.6,23.1,18.0,19.9,57.2,70.4,79.5
sensor_3915,74.3,71.9,91.7,44.0,94.1,96.2,32.6,47.6,82.4
sensor_3916,95.6,99.7,66.9,12.2,71.5,41.0,99.3,52.2,78.1
sensor_3917,77.6,72.5,47.1,18.6,99.1,27.0,21.0,64.9,26.1
sensor_3918,61.4,35.2,79.4,74.1,25.8,96.5,30.0,55.9,72.7
sensor_3919,87.9,78.7,86.9,26.7,31.6,62.1,88.0,18.5,55.1
sensor_3920,34.7,43.1,15.8,58.5,24.8,58.4,57.6,92.9,31.5
sensor_3921,33.5,10.3,90.1,41.2,30.2,28.3,92.2,55.4,48.8
sensor_3922,27.2,70.0,88.3,10.8,98.4,62.1,77.9,95.5,42.4
sensor_3923,19.0,84.5,55.3,74.2,68.8,18.3,23.3,76.4,43.0
sensor_3924,57.2,25.5,58.5,91.6,38.2,36.3,66.2,36.8,44.8
sensor_3925,71.6,57.1,88.5,58.4,29.0,61.8,86.5,58.9,25.9
sensor_3926,63.8,68.5,36.0,52.0,88.7,29.2,28.8,45.7,31.9
sensor_3927,86.6,36.4,13.8,52.2,76.9,97.0,23.7,79.2,31.2
sensor_3928,28.7,90.1,38.0,14.4,84.2,35.5,89.7,54.9,61.3
sensor_3929,66.8,48.9,99.8,32.8,68.6,30.0,99.7,13.1,94.8
sensor_3930,15.5,95.5,18.8,47.0,79.1,48.8,98.5,97.3,57.1
sensor_3931,42.6,38.6,16.5,77.4,58.0,39.8,65.3,93.3,95.5
sensor_3932,23.7,90.5,41.6,78.7,19.4,10.2,38.1,48.4,13.3
sensor_3933,75.7,79.6,77.2,76.5,81.1,26.4,45.0,10.6,47.7
sensor_3934,11.6,19.3,33.5,69.3,27.9,84.6,66.1,91.7,74.6
sensor_3935,90.1,22.1,38.1,16.5,12.1,45.0,54.2,58.9,38.7
sensor_3936,52.3,93.6,86.3,23.3,16.8,41.4,88.6,91.9,34.6
sensor_3937,90.6,79.6,61.4,41.2,76.8,86.2,11.3,16.9,16.1
sensor_3938,93.2,71.8,78.0,65.4,43.7,25.2,69.4,12.3,41.1
sensor_3939,93.6,12.7,48.3,50.0,32.7,40.5,93.6,69.1,79.8
sensor_3940,54.9,17.2,50.9,78.4,42.1,76.1,15.9,60.6,81.9
sensor_3941,59.7,24.9,77.8,62.1,24.1,83.8,26.2,96.1,91.0
sensor_3942,16.5,80.7,26.3,55.8,87.3,71.1,22.5,85.9,88.5
sensor_3943,59.2,20.8,83.3,47.5,48.7,40.0,14.1,39.5,15.1
sensor_3944,76.2,98.7,22.2,77.4,64.0,30.8,64.0,31.5,32.2
sensor_3945,96.7,77.5,42.8,76.7,25.1,32.5,45.7,23.7,97.5
sensor_3946,60.4,55.5,35.3,14.2,92.0,95.3,97.2,85.5,53.3
sensor_3947,45.3,33.1,63.6,63.2,23.9,75.7,78.1,76.3,11.7
sensor_3948,30.2,12.4,46.9,32.9,18.6,60.0,68.9,84.6,63.1
sensor_3949,14.2,38.7,11.8,97.6,77.8,34.5,70.3,86.9,69.4
sensor_3950,40.1,12.5,38.3,60.1,91.9,51.9,25.3,15.3,14.7
sensor_3951,32.8,33.1,61.5,30.8,19.6,16.4,21.2,94.5,86.8
sensor_3952,10.9,28.0,33.0,45.5,71.1,55.3,34.9,95.2,45.6
sensor_3953,70.6,53.8,28.7,36.4,35.0,44.0,43.9,10.4,22.1
sensor_3954,45.4,75.6,79.0,86.5,81.5,33.7,23.3,60.2,58.8
sensor_3955,27.3,56.5,28.9,67.5,42.0,87.1,81.1,71.0,62.6
sensor_3956,35.4,37.5,62.2,79.6,20.5,11.6,45.6,79.6,39.5
sensor_3957,97.6,43.6,72.0,48.7,60.4,95.1,94.1,29.5,76.6
sensor_3958,48.4,46.0,57.0,51.3,23.4,85.0,59.8,32.3,31.9
sensor_3959,44.7,34.1,64.8,89.0,56.3,78.0,29.8,28.8,66.1
sensor_3960,97.9,31.6,43.0,76.6,89.3,45.7,56.9,58.3,41.1
sensor_3961,26.3,82.4,85.2,89.1,36.1,87.8,18.4,32.8,82.8
sensor_3962,53.9,74.7,50.9,39.6,75.4,28.1,88.2,50.4,51.6
sensor_3963,34.8,62.9,65.4,61.8,47.5,58.0,64.2,42.8,81.2
sensor_3964,97.8,40.2,53.1,50.5,64.8,18.5,93.6,69.6,79.5
sensor_3965,32.5,40.8,28.5,90.6,58.7,86.3,62.2,92.9,56.6
sensor_3966,77.0,36.4,19.8,70.6,96.9,38.2,66.2,35.0,29.3
sensor_3967,52.6,74.1,24.5,19.4,71.6,69.4,55.5,69.5,82.1
sensor_3968,70.9,48.1,93.0,62.9,44.8,55.5,26.3,46.9,37.7
sensor_3969,16.3,12.9,58.4,39.8,99.6,92.5,47.7,93.9,19.9
sensor_3970,23.1,39.5,52.9,24.4,84.8,59.7,22.9,79.2,85.5
sensor_3971,24.9,54.1,60.5,67.7,58.0,43.0,68.3,33.2,95.9
sensor_3972,62.4,66.1,46.3,67.4,36.3,74.6,41.3,99.8,80.0
sensor_3973,88.7,27.4,74.1,15.5,81.5,29.3,90.8,28.3,57.6
sensor_3974,43.1,46.3,54.4,54.3,21.1,77.5,85.0,32.9,73.8
sensor_3975,86.2,34.4,37.5,10.4,77.1,34.4,80.5,43.2,14.1
sensor_3976,31.4,87.4,21.1,75.3,38.1,79.7,50.0,99.2,53.7
sensor_3977,62.5,57.1,24.5,75.9,55.2,90.8,77.3,37.5,50.8
sensor_3978,28.5,34.0,99.4,73.9,61.8,76.6,23.4,87.7,20.3
sensor_3979,86.7,92.7,53.2,27.5,47.0,66.7,88.8,99.2,50.0
sensor_3980,94.5,55.7,85.1,85.2,73.1,94.5,97.0,31.9,69.9
sensor_3981,91.8,91.8,85.5,39.0,97.6,77.0,22.8,68.2,63.0
sensor_3982,81.6,72.3,54.6,20.8,39.1,74.3,10.2,67.1,52.7
sensor_3983,93.5,73.0,33.1,96.6,24.2,43.9,81.3,14.2,20.9
sensor_3984,90.9,46.8,45.7,54.4,41.7,53.2,99.9,49.4,99.1
sensor_3985,89.2,61.8,73.5,71.9,19.2,48.7,76.6,39.3,46.9
sensor_3986,81.6,36.6,99.9,51.2,61.2,64.6,12.1,36.4,56.0
sensor_3987,66.6,53.8,74.7,51.5,22.2,87.7,86.3,49.4,22.9
sensor_3988,41.3,32.2,16.5,67.6,99.1,61.7,38.6,37.8,47.8
sensor_3989,89.6,21.3,47.6,84.3,44.5,52.0,90.1,24.2,68.7
sensor_3990,71.3,49.2,11.9,72.4,19.7,73.8,73.2,13.0,83.1
sensor_3991,45.3,15.8,33.1,73.1,88.3,52.4,18.4,22.1,81.3
sensor_3992,70.4,83.3,74.0,44.5,49.1,97.2,35.8,10.4,31.1
sensor_3993,67.1,35.0,66.4,68.6,72.2,47.0,60.8,29.9,30.1
sensor_3994,25.0,96.9,77.0,92.1,51.9,69.8,42.9,90.0,31.6
sensor_3995,96.9,12.9,39.9,30.2,20.4,44.0,82.5,87.1,78.1
sensor_3996,92.0,60.4,36.7,39.9,43.5,46.7,38.3,12.7,11.0
sensor_3997,76.1,69.8,98.3,10.8,96.7,24.1,95.1,13.2,45.8
sensor_3998,54.3,81.7,36.0,21.4,27.2,93.5,62.7,85.3,97.0
sensor_3999,59.1,49.0,25.6,93.9,60.5,63.6,88.6,32.2,48.7
sensor_4000,13.1,68.3,40.1,41.1,42.9,53.4,78.4,62.8,77.9
sensor_4001,72.5,42.7,87.9,28.0,88.9,32.5,40.1,16.0,98.0
sensor_4002,50.8,27.8,78.8,32.6,88.0,57.6,11.8,15.9,99.3
sensor_4003,48.0,24.3,27.7,34.2,78.6,45.7,71.4,16.9,23.4
sensor_4004,72.9,92.3,79.2,32.3,83.0,21.5,70.7,33.5,89.0
sensor_4005,50.4,76.7,55.9,98.1,10.2,34.3,72.1,25.1,74.8
sensor_4006,16.5,60.2,34.5,79.6,59.9,89.1,69.2,32.1,79.0
sensor_4007,95.3,59.8,78.7,87.7,75.4,75.9,20.7,22.2,46.1
sensor_4008,19.9,77.8,64.1,10.7,11.3,86.6,39.1,58.7,63.3
sensor_4009,88.4,39.6,68.8,98.9,13.8,20.9,11.4,29.5,74.0
sensor_4010,12.3,99.4,59.7,76.6,72.5,90.3,40.5,98.2,73.8
sensor_4011,40.7,67.7,74.8,69.1,82.9,63.2,13.4,26.6,19.5
sensor_4012,31.2,16.2,46.9,47.3,37.3,12.0,22.3,67.2,24.5
