sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,failure
211.2498,-5.0515,21.4945,12.3777,39.312,217.042,23.3553,6.3014,7.9317,99.0352,54.9682,32.4006,7.7571,9.1527,33.06,170.1995,-9.1013,60.5307,24.6094,64.9054,244.522,-35.3565,10.2017,6.4082,41.9443,0
173.2034,-10.2362,76.6228,10.5329,66.8884,176.2165,64.675,7.5948,9.539,68.5107,70.6163,83.5295,12.0236,12.623,86.2633,124.7044,4.0351,63.4193,71.6482,61.9108,140.3122,-41.6259,11.1407,5.5613,79.1345,1
183.7313,-36.6559,29.8176,14.0653,47.2113,225.924,22.0035,11.0784,14.0055,69.5558,28.5739,48.0156,5.8442,11.3732,46.3689,211.6744,-40.874,28.6214,30.7123,87.8857,215.1026,14.2024,14.1583,7.6442,35.4298,0
249.5329,25.6653,52.2163,8.1434,67.3662,187.0587,9.559,8.2473,11.8848,68.0684,56.5341,18.6439,11.7043,11.4154,30.8631,210.6638,-6.6857,53.6505,46.4439,3.1547,220.058,4.9249,9.6323,12.5687,32.2967,0
214.9276,42.8939,71.7334,7.032,56.1583,197.5312,77.392,15.7476,9.6745,3.6967,67.002,74.6692,7.2473,11.0394,85.3379,238.62,43.3667,22.2062,58.8477,20.5851,244.4647,-14.8,17.3589,8.1791,91.2508,1
186.5783,-3.3041,27.2773,10.0429,43.3308,194.4894,46.3593,10.8452,12.5393,50.8526,37.5422,33.4396,6.9477,11.029,25.3425,227.0435,38.0139,,20.5525,14.8418,243.6167,-46.6751,8.0048,11.6693,44.1562,0
216.9092,18.2209,42.5823,5.8966,50.6298,187.8531,41.3377,8.3499,8.0863,31.1037,31.2619,50.861,8.0391,12.6866,42.403,274.5472,23.3546,43.3419,58.3152,37.2896,195.1234,-49.7772,13.7933,10.7276,40.1489,0
242.7871,6.8199,20.4537,11.8222,54.2581,253.6653,32.7524,11.1036,2.398,63.1681,33.978,42.8783,8.544,6.8753,37.8921,205.3182,-3.9059,70.4545,18.8898,0.763,216.8567,-44.9796,7.8438,13.385,88.4425,0
244.3026,36.6316,71.5279,11.6007,31.2847,229.3836,58.1495,6.9159,10.5367,50.368,61.9545,70.5861,9.3373,9.9409,72.6886,267.7613,-36.9147,52.8458,72.165,40.7325,246.1097,-12.117,11.2921,6.2421,75.3072,1
173.568,43.3185,29.9813,7.6153,55.5746,216.1475,13.2101,9.0753,12.5624,60.923,31.9583,36.2949,15.7276,11.3555,26.3984,179.2016,-16.4796,54.7065,33.1885,25.2792,155.0245,28.0993,9.9256,8.0918,28.0554,0
182.7901,-4.4188,40.889,11.8518,26.3854,184.3446,23.6112,10.1261,3.0659,31.2151,58.181,27.7626,7.9389,6.0415,22.7819,228.7327,12.805,69.4842,44.0465,98.9953,176.8918,27.5886,9.6908,11.378,21.6304,0
213.1726,9.3885,65.269,12.5156,37.838,249.8426,70.8244,8.3785,9.3332,70.2223,54.1891,72.2087,9.9989,15.1235,62.695,189.9961,14.8884,37.1421,74.9287,93.9723,199.6213,-49.9543,10.8535,10.0946,13.3777,1
164.6789,-25.9025,39.2766,9.049,56.4695,190.3948,18.3458,9.7243,10.5755,33.0895,56.3992,31.7095,7.1852,11.2773,42.0445,228.6427,-43.9627,60.6714,35.4685,5.8784,191.8134,-3.9791,9.6441,13.2963,4.5659,0
129.0365,-25.7539,35.2687,8.8757,45.7443,218.2112,4.0012,7.8565,5.3137,58.2054,46.7523,36.5963,13.5175,9.8116,23.9793,168.3856,39.1712,59.5439,30.278,66.9884,229.1765,-39.2166,9.7983,15.5762,69.6635,0
227.8923,-16.0887,40.592,7.3343,38.8415,250.039,41.3566,14.4016,11.1774,42.2375,67.3224,44.2904,12.1762,13.3953,38.0038,220.0993,43.8451,36.0146,36.3149,22.5092,199.9416,10.1876,8.0578,6.2149,48.7327,0
145.0931,-28.2338,58.7851,12.6715,,198.886,28.0728,8.1615,16.199,12.5146,,34.7437,12.2463,9.0822,42.5808,195.6155,16.0141,50.0094,30.2685,59.8882,201.3109,-48.0657,6.0536,10.6256,67.2067,0
216.4712,35.0695,35.1771,9.1725,45.9342,188.6807,41.6384,10.5462,11.066,80.3257,51.2642,32.6067,11.8239,5.7865,35.2656,232.7153,-6.7972,72.61,21.203,24.2979,179.7978,-28.531,4.119,8.6308,10.8488,0
221.7687,-38.4722,77.8645,10.6324,49.1266,194.5012,80.1291,2.6285,13.526,62.9598,11.3772,70.46,9.0328,9.8967,65.752,175.2548,46.101,58.4566,78.1895,12.5298,232.8784,-25.0638,7.7608,7.0024,80.231,1
234.4451,-22.3958,57.6789,10.0612,37.8286,274.3687,54.1486,7.9999,12.3996,26.6846,61.183,64.5544,10.8628,12.1123,59.6616,149.9119,38.4646,57.5274,63.1901,48.9789,201.2119,23.0099,6.2244,9.6582,43.9163,1
260.1824,0.1718,26.9626,5.2809,52.4975,233.0601,29.3054,13.6771,8.5363,80.3791,,27.2165,12.8084,12.5789,17.0677,226.8313,39.0552,48.9167,39.939,58.2246,182.8925,47.4654,9.2951,9.8864,17.1724,0
228.7994,11.6256,57.4558,17.0409,62.984,164.7023,67.2037,11.0634,7.8289,71.6246,47.7058,67.5205,10.4857,8.4137,70.8137,208.3313,-26.1281,71.6871,78.2883,34.5383,164.8222,-27.4397,11.333,8.2149,50.2833,1
273.9585,27.6563,25.292,8.214,,156.9644,55.8775,7.8424,11.8267,83.1651,51.1699,28.3333,9.2287,9.6078,16.7115,184.7968,49.7677,56.2839,29.3732,88.0168,233.7136,-8.682,10.0533,6.642,45.3924,0
142.3457,-30.478,23.5426,10.6729,40.6413,216.8207,8.341,8.3487,11.9987,88.2267,31.7315,29.4797,12.5461,7.7594,21.6945,240.1301,41.19,56.9077,49.9889,84.269,218.5662,-32.621,11.3243,13.552,69.063,0
184.8474,3.5871,36.231,9.7117,52.386,191.3547,48.5092,4.312,12.8106,6.6603,41.5891,14.0895,7.6096,8.6297,22.5792,164.3453,0.6896,52.7427,10.4101,90.8621,162.433,32.9609,10.4151,9.6439,94.5951,0
195.0885,-30.6712,32.051,8.1048,45.8437,170.6823,25.6999,7.9063,6.4101,45.4041,77.8081,19.1705,9.1337,6.2421,16.931,220.5992,48.758,55.0881,34.7343,54.5079,225.172,21.0513,8.4267,7.4846,95.2852,0
218.5897,25.8667,45.8299,7.6975,30.4714,212.4801,34.5207,9.1281,9.5075,55.2741,70.3712,25.1406,9.9519,9.1941,13.5248,204.2886,3.7207,31.5779,6.1695,69.2197,193.7047,49.7691,15.4758,4.7699,37.6309,0
169.4416,-40.1783,13.3067,9.2444,,167.6267,31.117,11.2559,6.4872,27.1358,46.3085,50.4609,7.8675,11.4642,26.3498,212.9243,-25.2798,33.6259,28.3072,59.901,158.409,-22.3603,10.6861,1.8386,22.9431,0
178.1089,-22.2022,28.0314,13.6248,24.7139,197.1611,61.7187,8.2349,9.3252,15.3935,48.2495,28.8909,9.4106,6.1687,19.6741,198.2118,4.4771,61.0716,14.9535,96.3721,203.1226,-45.2854,7.9296,7.7834,30.816,0
209.9435,-25.3523,23.648,12.9568,38.1969,113.9516,22.2652,13.3566,13.0664,38.9774,36.3546,27.9719,12.6927,9.8721,41.2925,198.9941,47.8171,31.3856,25.7959,26.6461,209.1045,26.4499,11.277,9.2746,70.5634,0
236.25,-32.1593,68.1945,5.7877,68.0111,200.4487,83.383,11.3768,12.557,79.6248,18.6302,67.0426,11.0946,12.3972,74.9031,199.613,12.9029,36.3627,69.2445,51.6413,227.3586,-3.355,10.292,11.2747,38.4717,1
212.0463,26.8843,78.7411,9.4538,53.0632,218.8197,54.4933,8.6449,9.6306,41.5791,29.6865,60.107,9.1849,3.8523,89.9987,212.1662,-44.6218,35.2055,73.8972,88.2851,163.3639,2.5711,15.286,11.7408,74.3117,1
203.9752,16.5672,82.4014,16.6306,47.4371,151.5881,70.2223,10.0216,11.4575,85.5235,42.5934,65.0723,8.097,11.8939,80.2447,212.8614,-31.4189,60.7164,65.2408,50.242,225.0982,-38.0011,15.298,16.4703,0.0993,1
178.0566,29.8068,17.4236,9.2278,52.4299,188.5828,34.5541,9.8039,7.496,76.4279,59.5033,15.2004,11.1965,11.1133,31.7358,198.2863,1.1402,44.9806,52.3901,66.9934,228.9426,-19.1876,13.4938,12.6698,9.0077,0
169.2409,36.9826,33.9751,9.5677,54.1856,248.1995,28.735,13.2518,8.234,75.941,40.4622,14.2063,7.358,6.6035,38.0326,180.6225,-2.2305,59.1553,37.2049,26.3617,175.1987,23.1211,9.1169,12.0836,52.7192,0
246.1672,13.2641,22.1017,8.4286,72.0352,204.5316,40.132,12.4859,12.2152,80.5565,47.8132,40.4345,12.0592,13.5523,38.9893,218.3764,46.9312,44.9402,13.93,51.3517,193.4872,29.5192,15.6994,10.6573,98.7222,0
148.5009,5.9801,82.0913,11.1263,71.0765,167.8402,83.829,16.2931,11.7188,68.0823,68.7459,58.417,10.0952,12.2639,77.5525,206.1035,10.1492,54.4967,57.7346,82.2224,216.5904,23.8168,11.7349,10.943,25.6993,1
208.7778,-40.4338,36.3854,10.757,44.3268,201.6135,39.6403,10.1177,13.4496,72.9071,34.892,29.1061,14.0326,5.1395,37.0146,239.0574,28.8565,52.0581,33.5853,90.7394,263.6489,-24.7053,13.3535,14.3688,93.5892,0
221.2659,26.1387,31.6776,11.7176,46.5084,181.6865,14.7687,7.5126,4.6063,94.1769,34.9827,20.9944,7.6613,13.2183,36.8075,192.5501,-41.3104,47.1765,47.4635,25.8985,215.9524,-22.8224,13.3073,10.8936,69.3343,0
229.2932,-35.9767,27.1661,10.6487,54.1964,205.3818,40.9925,11.0935,13.4446,1.2129,36.8881,16.4848,13.6764,7.964,49.0779,188.5734,-44.9839,42.0028,18.1607,66.8484,219.1505,34.0436,1.5799,12.767,3.4195,0
176.4728,-49.6046,15.5325,10.3893,81.1312,265.6731,15.1531,10.2622,13.9426,4.6141,4.4809,47.528,8.7959,10.314,31.9927,202.2209,-8.6295,59.3202,2.0721,20.9885,267.0916,-39.5147,8.5265,7.329,96.6575,0
162.9611,34.6194,34.0993,12.1856,62.5913,186.5523,27.1616,5.2587,9.717,17.5237,48.1879,28.4263,7.9104,16.7227,28.4916,231.6891,36.6759,61.1456,38.3092,98.7177,232.5595,19.8343,2.6932,13.0145,79.26,0
205.9545,3.9163,5.2884,7.8505,33.9469,201.8982,24.7182,9.8174,8.0245,75.6516,42.7796,48.8733,13.1636,13.1064,17.6397,223.2103,-43.4032,61.6311,47.0222,83.0631,178.9987,-43.8252,5.9803,9.4638,8.7338,0
181.3777,1.7669,32.1013,9.7088,36.2574,208.4363,21.5614,9.7154,5.605,55.5496,60.8614,41.054,13.6525,13.7621,21.1789,175.439,5.726,45.2502,11.9157,44.1636,149.7341,-9.2166,6.2237,9.4313,33.2614,0
258.4423,0.7758,48.6278,9.5026,55.484,202.5604,36.9329,14.4885,11.7287,17.9131,36.7621,28.7723,11.5512,11.8407,27.2905,164.7319,-24.192,51.909,39.4005,81.0828,165.9789,7.8472,6.9977,10.2142,92.0771,0
193.0901,-14.1212,34.8682,8.8816,65.9424,138.2199,20.2225,12.0494,4.5264,46.9145,62.0822,29.0946,14.8541,9.9972,44.2697,176.8637,8.9562,45.6628,17.7622,60.495,195.2974,-0.7899,10.8871,9.1256,80.7321,0
142.4629,-8.886,43.3169,10.7546,39.4308,222.8767,14.6255,7.801,11.4348,8.1579,56.0563,29.4034,10.3747,9.5444,28.508,196.8963,19.0479,60.9214,27.9452,61.2479,212.7749,47.8117,12.3477,8.3817,61.5198,0
217.496,-32.3433,22.8829,10.2772,41.7989,165.601,29.4794,7.5169,5.3513,79.6472,26.0154,38.3418,13.0796,12.3116,52.677,185.4875,-4.2976,43.5427,27.9639,64.271,174.3764,-34.0363,7.3611,8.2075,33.6054,0
146.05,43.7934,18.9388,9.9636,30.9555,226.2528,39.0127,8.2393,10.9222,63.3685,34.0124,23.0889,9.7019,12.3252,25.4652,224.5842,23.9214,53.5133,40.57,31.5607,241.3268,-24.4556,19.2495,12.7353,56.2009,0
212.8315,-29.2173,60.3129,10.1611,56.9297,240.8328,85.001,18.4811,5.5384,92.9455,65.766,73.6523,9.1436,8.1594,81.9158,217.0867,-23.4683,58.3896,63.9801,89.8346,243.0318,18.3884,9.8961,8.7597,25.6494,1
219.5863,-4.3827,40.603,11.8484,38.6446,217.314,26.9135,10.5867,13.844,71.4602,52.5172,19.0388,10.3352,7.2941,16.9994,202.9019,19.1078,26.6329,6.0327,40.999,158.4915,-32.2575,5.6285,14.4094,74.4588,0
198.51,-39.1205,33.0181,12.6048,28.2322,174.2144,16.5377,12.4467,15.4189,39.6357,51.0679,18.1837,13.0717,13.1114,20.7512,222.4786,-21.0635,30.1376,13.1211,33.288,213.152,6.1696,9.6412,10.88,79.8546,0
151.3049,-8.3076,75.7846,8.5473,57.8334,181.9686,72.4843,10.6471,5.5748,31.5135,50.4935,91.9033,10.2253,11.8697,85.3964,188.0523,0.7567,28.6214,76.8822,11.0353,170.3321,-28.1755,9.8973,10.6377,47.1509,1
223.1605,-8.4805,71.5844,16.0951,56.5417,200.958,77.8264,8.967,8.0059,29.9698,61.4149,68.7671,9.2789,9.9783,72.5281,230.4452,-31.4908,32.6068,68.7725,40.6874,237.1248,27.8686,6.7511,12.3301,43.5644,1
222.5741,-43.6624,33.8504,10.5952,27.1116,166.8571,16.252,6.5851,8.295,28.3853,72.5911,39.8821,7.5017,10.4969,24.9211,173.496,42.5683,62.486,28.3288,50.188,146.4198,9.3924,8.3605,7.305,51.0083,0
130.6359,47.1551,37.9863,10.6414,,168.8943,32.6976,8.2832,12.2807,75.3285,72.4321,28.5567,9.813,10.5139,16.6184,151.2359,-46.8915,56.6771,35.787,97.6507,212.0299,-8.9719,8.0488,9.3099,72.9174,0
197.9721,8.457,20.0669,8.1044,44.765,179.9575,28.4329,13.1265,9.0317,16.8618,51.9391,15.0036,5.9356,12.0911,32.1903,196.9003,23.5366,38.3885,34.8794,52.673,202.1001,-30.2945,14.2188,6.7517,53.7284,0
179.2809,-18.5987,27.5881,13.1763,50.0719,246.2389,21.6196,8.3532,10.2655,86.4518,82.1165,21.6046,11.4276,6.0792,34.8617,183.2893,-37.1541,46.07,35.5471,39.372,202.9358,-2.5721,15.3406,8.9058,37.9479,0
126.2364,-22.0422,36.9384,14.0876,44.9139,187.324,7.1213,5.0311,7.7754,95.9375,55.4908,34.2813,13.0455,14.8207,35.5123,258.8218,-35.664,64.8827,53.1013,30.8942,260.5086,1.1839,12.1534,10.4515,61.4712,0
173.1755,-10.3087,31.0803,13.8082,60.2284,239.9624,33.3977,11.7871,13.0719,42.9439,69.2121,51.281,5.4401,15.3615,13.3229,219.4094,39.4717,60.2037,31.7001,62.8871,172.6744,-18.2761,15.6028,13.04,64.6151,0
206.0096,16.7804,26.4539,9.819,62.523,138.8633,19.9713,6.82,6.5719,19.3181,74.6583,34.0225,19.3428,4.3274,24.1798,228.3561,-25.7752,61.4734,32.6735,35.6598,204.427,49.528,5.4821,7.8907,22.4175,0
224.194,-11.743,94.9852,9.2928,36.0904,173.8358,65.9724,5.2621,7.041,32.4875,72.201,87.8066,4.9298,14.0656,72.6078,162.7662,-0.8226,65.3412,91.1857,69.1218,165.1874,42.299,12.3274,6.2255,35.7208,1
201.1206,40.3704,43.207,7.3386,40.8662,164.9127,14.9345,9.7054,10.4348,83.2798,42.6631,22.813,3.6837,7.5431,24.1847,191.1652,2.2487,46.2501,31.789,71.1921,183.15,36.5536,7.6753,10.9151,32.6036,0
230.7293,44.9736,23.3982,14.1901,33.179,222.7151,26.2855,12.2249,12.3635,97.942,60.6059,28.1444,15.6415,12.459,39.8395,182.8433,11.4775,51.2002,28.7169,37.6175,172.6794,-1.4033,4.9114,8.2306,54.9613,0
210.9519,-43.8684,48.6558,9.9953,63.4791,206.6193,38.2043,6.9325,11.0802,60.8015,45.524,22.8154,9.0651,7.7327,26.6661,217.0421,28.1174,41.5458,30.2868,73.5663,227.0636,-34.9907,10.4535,10.249,12.2799,0
235.7089,-22.4223,40.4094,11.2311,42.6804,173.029,23.9251,11.2709,8.886,62.9256,65.5354,33.6183,9.7185,8.4286,62.1616,148.0853,-16.0205,58.3911,8.5891,94.1398,209.9553,34.3892,16.0327,8.3164,81.5154,0
252.7865,47.1216,40.8608,11.2095,46.2795,204.884,23.4044,9.0581,12.2459,8.5296,71.3866,36.3511,8.4804,7.5711,19.8005,178.6536,-9.355,61.8468,12.4744,42.872,197.081,37.0575,12.6115,7.0813,7.3291,0
182.6192,-15.1773,84.0886,9.4913,,193.0624,73.0664,10.4636,16.7155,23.2993,53.5958,82.119,7.8387,5.9029,78.3262,179.0739,8.2171,25.7307,67.1027,19.0982,204.7534,-8.9701,13.6518,14.1565,23.4753,1
210.9403,-30.6152,27.4693,7.5894,15.8162,176.237,35.684,10.5406,15.5239,82.5736,39.2428,35.8876,-0.1636,12.4976,22.6878,226.2324,47.8074,63.9219,40.7659,2.3365,204.7201,-28.8078,7.78,14.7231,87.5708,0
183.9542,-24.1342,26.7959,8.1799,46.5423,191.001,25.4518,9.3068,9.9493,61.7155,75.3391,29.0521,13.9428,9.0704,45.3155,215.7004,-10.5604,59.3571,15.6599,30.5958,190.3699,19.5444,12.5819,10.9859,51.5546,0
226.2739,-14.4633,38.4589,9.561,56.7867,171.091,33.8126,8.5796,8.1805,66.9009,41.1611,8.6692,7.8061,9.4305,41.4535,162.131,43.8111,83.4903,19.7711,49.7092,214.289,-0.3987,10.1033,13.1316,43.6884,0
215.3086,-16.8773,27.3119,10.8432,40.2283,216.3844,20.8648,2.6633,11.0616,36.6547,34.9702,34.5951,11.241,7.7545,31.3842,148.9465,39.0872,33.0926,21.3925,6.8372,224.127,22.2781,11.146,12.8105,33.6498,0
188.7046,26.4973,50.7174,5.8543,53.2602,203.3585,25.2867,10.6825,8.81,35.0323,66.3351,34.5176,6.2264,6.3087,46.0933,247.5572,20.1283,51.9876,39.1991,21.0168,148.0844,-40.7123,11.5338,11.0765,83.9317,0
183.6818,-43.3527,15.8619,8.4259,64.2621,191.3554,5.8753,14.8441,3.6679,0.0873,24.9738,24.357,7.9014,6.6514,28.1936,199.9591,1.2554,19.1652,21.7969,76.1468,173.1327,-9.7564,12.1017,12.0698,97.6177,0
220.599,-18.2305,16.5536,13.4871,40.2684,177.1372,30.1248,11.4734,9.9784,66.3806,29.4105,27.3221,7.2917,12.7052,55.6366,179.7065,-8.9371,56.1027,10.8339,48.7034,172.9817,-1.0066,12.835,9.4006,89.6868,0
223.6987,-2.7483,44.497,7.8355,64.7215,262.0314,42.0076,11.1857,7.2969,89.0033,79.5207,24.817,10.7022,10.2177,50.0704,202.5742,45.2176,56.5355,25.5849,73.3698,218.1228,-44.3951,9.6132,8.7349,0.8175,0
226.4129,-17.1541,44.3174,8.8126,40.5223,166.9975,34.4693,11.1436,16.0201,56.1544,50.788,25.5706,9.8993,9.8572,20.2803,185.7189,-11.5102,41.2113,27.649,60.6386,222.5773,9.8885,7.6192,9.5644,19.557,0
206.4743,-36.0365,21.446,12.5315,50.2102,240.1265,40.0698,8.6295,11.0137,76.3313,45.364,48.1303,4.3126,5.7232,33.1357,175.5859,14.0508,63.8468,46.744,27.5378,186.6182,11.1471,8.6868,11.5888,45.3001,0
187.3192,-7.6503,15.2098,10.772,51.1047,236.5159,33.1743,8.6824,10.4241,34.5857,17.9842,17.9724,9.4517,11.4113,26.0068,189.6726,32.4642,41.8293,14.654,90.7106,208.4562,-35.9759,12.0075,5.1424,44.8593,0
212.0543,25.6085,30.3363,11.342,37.5318,189.1757,33.9022,7.9196,15.2025,94.0167,45.3358,8.7712,12.3925,10.4928,42.758,189.5253,-21.1061,42.2862,28.6549,84.7775,132.9941,-41.9783,6.9258,10.8466,88.3692,0
206.7318,45.4344,83.4235,10.1764,58.9965,238.9366,71.9346,2.8215,10.9344,76.2586,76.7083,96.0173,12.5613,9.6997,62.9216,177.0611,-17.7306,57.998,74.7348,49.3194,203.4228,13.0946,12.2742,11.274,74.189,1
226.1664,-18.7799,7.0066,12.2301,60.194,184.0712,23.7984,10.9643,10.8055,10.4092,30.5172,22.883,13.3465,6.4106,36.3171,245.5331,45.798,87.4814,33.0584,16.4897,188.9202,33.4072,2.7592,13.7087,37.6877,0
215.9356,36.5611,5.8543,11.6151,73.6415,152.8353,23.9294,14.4095,8.8104,68.034,53.1564,30.4351,7.2485,7.7261,23.2164,216.754,21.6618,50.0041,59.4858,41.2549,193.2394,15.169,15.6918,8.0867,58.2936,0
190.0772,40.5354,37.1619,9.2767,37.9336,183.127,23.3549,7.9321,11.0048,71.0107,79.3266,7.7515,8.7776,13.7598,41.5109,208.3863,-48.2859,40.2212,29.042,73.2315,234.9487,22.3185,5.0816,8.6048,43.2922,0
206.474,-16.5899,21.5075,7.7707,18.375,185.262,18.1068,12.2185,9.0348,70.4676,57.4474,26.5572,10.6736,11.844,22.6893,254.1417,27.3502,37.4781,22.0013,86.2528,213.4921,-34.4708,7.6719,13.4973,87.0307,0
171.1382,6.4757,68.2735,12.2046,51.9727,191.6087,75.6878,9.8482,9.4557,84.224,55.2886,64.7167,8.8085,9.812,82.2574,233.864,21.4063,62.7724,79.3973,45.3964,211.9333,27.189,14.9851,11.7667,76.8024,1
205.6347,42.3159,30.7876,13.8356,54.3855,222.2995,11.5267,11.9047,6.6477,93.9727,56.286,27.8925,3.1862,12.4275,31.2343,177.7907,15.3091,68.7823,10.7566,30.2534,196.3755,22.9115,12.1633,13.63,31.9672,0
227.6723,18.4126,22.863,10.5376,60.8145,129.7812,43.4575,11.9421,11.1024,51.5849,47.9518,36.8808,10.9427,16.3204,44.2997,268.0318,48.9826,61.056,23.7285,6.9084,187.4026,19.9812,12.5853,12.9769,48.6578,0
191.0112,49.4882,77.1519,7.2548,41.3322,189.4669,75.4942,12.3422,3.9372,55.6998,36.6403,77.0174,14.3966,9.7919,73.9685,240.7388,42.2228,19.9481,67.7419,21.4374,179.9899,-21.4257,6.5348,15.8778,21.6399,1
215.3472,18.0969,22.9739,5.6798,38.2711,268.9349,44.6091,12.4923,16.8147,52.0006,28.769,51.8034,5.0233,7.055,28.0378,263.2053,16.2245,70.0695,23.0039,42.5705,145.6014,38.6467,10.0859,10.9044,74.9123,0
195.0872,-35.1011,56.526,8.3643,59.2516,210.1024,29.0041,13.7775,10.7889,88.1604,49.9136,21.5947,7.5319,9.16,1.7932,170.5357,46.5668,38.3814,22.373,60.904,189.7001,-25.5217,12.2693,8.3716,9.2035,0
217.9159,3.0339,25.195,12.7976,19.4457,216.9195,40.9277,10.8688,5.0862,28.9399,56.7608,13.3398,9.6941,7.9226,61.1729,207.1314,12.9974,66.5786,15.8901,55.5148,229.3823,26.9416,15.4842,7.9353,42.0951,0
170.3997,-49.0458,76.6988,6.7319,68.75,198.2216,76.1152,4.5078,5.4769,66.0654,71.8519,71.4513,7.45,11.2758,79.1069,186.0427,8.4995,21.53,61.2952,62.8687,170.3237,9.2386,14.8698,11.0921,40.2525,1
206.3197,2.7129,29.1085,10.5977,49.2185,171.4493,30.6616,13.3662,10.1961,40.4191,55.6197,40.8599,9.2931,11.8854,4.163,246.9142,23.9528,64.4469,34.6004,29.7586,179.1448,14.5202,8.565,9.4581,73.589,0
171.1465,25.8935,47.0749,9.2004,,177.8886,30.1416,7.4557,10.2938,60.2761,34.888,58.2088,10.9999,11.695,21.2013,118.9109,-42.0877,51.9353,15.4759,66.7073,227.5867,47.4195,10.4173,3.7324,30.1779,0
246.5424,-41.8282,48.2348,10.7538,59.6492,204.2453,57.9641,12.3717,4.4249,3.2441,50.1527,67.852,7.5343,8.6218,65.6717,214.0638,42.5286,58.0111,82.7354,90.1175,195.6106,-47.7563,12.5273,7.2997,53.0495,1
228.7918,43.5965,45.9307,12.2763,50.851,215.5484,31.5047,5.1673,5.5277,33.7124,59.7828,32.749,10.9647,9.3534,38.0781,160.736,-42.3231,37.986,43.5185,99.2283,199.512,-34.153,10.3937,15.2977,11.0633,0
195.835,6.7374,29.34,7.4093,,181.8607,50.434,3.1444,12.4395,9.8818,65.0543,14.0185,8.2339,6.8549,24.3231,177.734,-37.9382,61.6499,37.7513,58.7515,147.1787,-15.8295,4.9699,6.8653,44.8802,0
234.7028,-11.0587,39.5576,12.1463,43.8958,185.5566,37.7756,8.3107,11.7452,78.276,23.9058,11.5342,8.4228,13.0996,39.1538,182.0197,42.1032,,18.8005,77.4093,204.9664,-34.6718,11.2462,12.4671,79.9739,0
249.3742,-39.3074,16.4866,11.555,54.0371,189.4721,25.3452,11.1346,5.3363,47.7486,46.2852,46.4003,10.6819,7.3261,0.583,256.91,-48.6137,49.3353,33.9622,75.4269,223.3106,24.7437,13.016,12.9095,68.8897,0
201.4596,-6.516,42.3556,9.4457,77.6175,208.4108,23.0942,10.8969,10.504,3.7738,38.152,19.5348,6.2289,9.9901,36.3646,216.1136,28.842,34.084,10.1959,65.9337,225.4955,7.5328,11.5589,6.4614,52.9612,0
224.0232,-11.108,32.3997,12.5249,63.5684,246.3359,15.6304,15.0213,8.3153,5.2058,54.9494,38.3292,9.1919,11.6136,23.9344,162.9798,2.0769,68.8843,35.4184,56.5324,223.6188,-45.3724,8.6045,9.2877,7.8032,0
186.1245,18.6421,60.4358,13.9872,55.0789,207.1641,85.7728,8.8788,10.9933,80.8843,,64.8356,18.2565,9.2004,73.5033,206.4792,4.7124,26.4838,69.0234,9.1105,198.6263,-42.5428,7.7341,16.5411,75.4341,1
206.0484,41.2244,49.4391,12.1674,65.0134,243.258,35.5715,8.7523,5.3552,27.4108,59.2407,24.7885,7.5314,11.3938,28.6667,162.5163,-4.5015,,24.471,13.6477,244.8052,-8.7474,15.2129,7.3693,23.3049,0
197.571,24.8109,18.361,11.1693,64.8349,204.8207,22.3884,8.3444,8.3264,52.0733,46.3888,38.3136,12.5936,10.0401,27.0365,228.2365,14.1239,69.6516,15.6684,18.3108,143.9238,-35.1171,13.8329,8.716,36.8211,0
176.5008,-43.3578,23.075,8.7142,36.3926,170.9915,34.6669,4.7244,13.353,50.223,32.6012,36.9986,8.8798,9.0845,6.3463,188.1869,13.0527,64.1055,41.2079,41.5575,166.1861,-39.1092,5.0783,7.3928,77.562,0
212.6149,-7.5309,31.3001,12.3902,52.4936,129.0603,44.7983,5.2618,8.2781,20.791,51.2002,32.8629,11.8524,10.8236,21.9746,209.6801,42.191,65.8089,19.6683,83.6898,214.1037,22.087,8.1864,9.3869,29.2231,0
257.741,28.181,22.8693,13.8015,29.1191,171.4592,17.2098,8.5828,10.1928,68.736,33.8914,23.4653,12.1677,13.4152,10.3959,201.8152,21.088,52.4359,20.9242,23.4218,184.9763,26.8307,16.0939,6.7476,13.2103,0
162.1952,4.6209,61.3848,13.3725,39.8726,203.2162,56.6956,7.85,11.7215,60.8537,58.6469,80.3286,13.3695,12.3282,54.0367,177.9052,36.6491,58.809,66.3027,46.2835,239.1241,30.355,6.3963,10.1878,65.6648,1
186.0197,26.8759,35.0966,11.6527,45.5991,155.2409,33.8503,12.1428,9.2074,71.914,46.9623,44.6413,12.8031,10.3373,29.226,189.4777,31.5572,42.9486,31.0042,0.3579,183.4403,-33.8768,9.8487,9.8882,82.5974,0
238.1075,20.3436,42.4276,7.7711,88.1537,214.0058,36.6925,13.6875,11.5931,94.12,58.8274,33.1567,12.7575,14.0968,47.4939,201.6297,1.1064,49.4648,55.1306,46.0211,154.6277,44.3591,5.0177,5.0932,45.9739,0
